TEAM_ID,SEASON,GP_non_clutch,GP_clutch,WINS_non_clutch,WINS_clutch,WIN_PCT_non_clutch,WIN_PCT_clutch,TEAM_NAME
1610612744,2020,56.0,23.0,32.0,10.0,0.5714285714285714,0.43478260869565216,Golden State Warriors
1610612744,2021,81.0,28.0,59.0,15.0,0.7283950617283951,0.5357142857142857,Golden State Warriors
1610612744,2022,30.0,8.0,15.0,3.0,0.5,0.375,Golden State Warriors
1610612745,2003,65.0,30.0,33.0,15.0,0.5076923076923077,0.5,Houston Rockets
1610612745,2004,61.0,30.0,38.0,16.0,0.6229508196721312,0.5333333333333333,Houston Rockets
1610612745,2005,58.0,31.0,26.0,14.0,0.4482758620689655,0.45161290322580644,Houston Rockets
1610612745,2006,67.0,29.0,41.0,19.0,0.6119402985074627,0.6551724137931034,Houston Rockets
1610612745,2007,72.0,21.0,48.0,11.0,0.6666666666666666,0.5238095238095238,Houston Rockets
1610612745,2008,69.0,33.0,46.0,19.0,0.6666666666666666,0.5757575757575758,Houston Rockets
1610612745,2009,66.0,24.0,32.0,14.0,0.48484848484848486,0.5833333333333334,Houston Rockets
1610612745,2010,60.0,30.0,33.0,14.0,0.55,0.4666666666666667,Houston Rockets
1610612745,2011,49.0,19.0,24.0,11.0,0.4897959183673469,0.5789473684210527,Houston Rockets
1610612745,2012,75.0,20.0,43.0,9.0,0.5733333333333334,0.45,Houston Rockets
1610612745,2013,68.0,27.0,48.0,14.0,0.7058823529411765,0.5185185185185185,Houston Rockets
1610612745,2014,77.0,30.0,50.0,21.0,0.6493506493506493,0.7,Houston Rockets
1610612745,2015,62.0,33.0,27.0,18.0,0.43548387096774194,0.5454545454545454,Houston Rockets
1610612745,2016,74.0,25.0,48.0,17.0,0.6486486486486487,0.68,Houston Rockets
1610612745,2017,84.0,19.0,64.0,15.0,0.7619047619047619,0.7894736842105263,Houston Rockets
1610612745,2018,66.0,31.0,46.0,16.0,0.696969696969697,0.5161290322580645,Houston Rockets
1610612745,2019,73.0,19.0,45.0,9.0,0.6164383561643836,0.47368421052631576,Houston Rockets
1610612745,2020,64.0,14.0,15.0,6.0,0.234375,0.42857142857142855,Houston Rockets
1610612745,2021,68.0,18.0,14.0,7.0,0.20588235294117646,0.3888888888888889,Houston Rockets
1610612745,2022,31.0,4.0,10.0,2.0,0.3225806451612903,0.5,Houston Rockets
1610612746,2003,70.0,20.0,20.0,10.0,0.2857142857142857,0.5,Los Angeles Clippers
1610612746,2004,55.0,31.0,28.0,10.0,0.509090909090909,0.3225806451612903,Los Angeles Clippers
1610612746,2005,77.0,24.0,46.0,13.0,0.5974025974025974,0.5416666666666666,Los Angeles Clippers
1610612746,2006,64.0,24.0,32.0,12.0,0.5,0.5,Los Angeles Clippers
1610612746,2007,77.0,12.0,23.0,4.0,0.2987012987012987,0.3333333333333333,Los Angeles Clippers
1610612746,2008,68.0,21.0,14.0,8.0,0.20588235294117646,0.38095238095238093,Los Angeles Clippers
1610612746,2009,71.0,18.0,23.0,11.0,0.323943661971831,0.6111111111111112,Los Angeles Clippers
1610612746,2010,65.0,25.0,22.0,11.0,0.3384615384615385,0.44,Los Angeles Clippers
1610612746,2011,50.0,29.0,30.0,16.0,0.6,0.5517241379310345,Los Angeles Clippers
1610612746,2012,77.0,19.0,53.0,10.0,0.6883116883116883,0.5263157894736842,Los Angeles Clippers
1610612746,2013,79.0,24.0,56.0,12.0,0.7088607594936709,0.5,Los Angeles Clippers
1610612746,2014,74.0,30.0,50.0,15.0,0.6756756756756757,0.5,Los Angeles Clippers
1610612746,2015,69.0,25.0,42.0,16.0,0.6086956521739131,0.64,Los Angeles Clippers
1610612746,2016,69.0,26.0,45.0,12.0,0.6521739130434783,0.46153846153846156,Los Angeles Clippers
1610612746,2017,68.0,19.0,33.0,11.0,0.4852941176470588,0.5789473684210527,Los Angeles Clippers
